name,tel,postal_code,address
前衛出版社,(02)25865708,10468,臺北市中山區農安街153號4樓之3
索引數位股份有限公司,(02)32347528,23586,新北市中和區中正路880號10樓之3
益鳥科學藝術有限公司,(02)22570560,22043,新北市板橋區大同街43號7樓
財團法人國家實驗研究院科技政策研究與資訊中心,(02)27377657,10636,臺北市大安區和平東路二段106號14-15樓
啟芳出版社有限公司,(02)23639422,10646,臺北市大安區羅斯福路三段283巷21弄15號
博揚文化事業有限公司,(02)28485501,24762,新北市蘆洲區長安街269號2樓之1
日日幸福事業有限公司,(02)23682956,10643,臺北市大安區和平東路1段10號12樓之1
中國文化大學華岡出版部,(02)28614062,11114,臺北市士林區陽明山華岡路55號
和英文化事業有限公司,(03)5730806,30070,新竹市東區建中路140號
知翎文化,(02)26842577,23844,新北市樹林區中山路1段113號9樓之1
易博士文化,(02)25007008,10483,臺北市中山區民生東路二段141號5樓
建興文化事業有限公司,(02)22220866,23584,新北市中和區立德街26巷5弄1-1號
財團法人金屬工業研究發展中心,(07)3513121,81160,高雄市高楠公路1001號
財團法人商業發展研究院,(02)77131010*341,10665,臺北市大安區復興南路一段303號4樓
財團法人臺灣福音書房,(02)23414887,10060,臺北市中正區金山南路一段72號
笛藤出版圖書有限公司,(02)23583891,10076,臺北市中正區重慶南路三段1號3樓之1
新文創文化事業有限公司,(02)22263070*543,23585,新北市中和區建康路150號2樓
滿天星傳播有限公司,(02)29634688,22061,新北市板橋區三民路二段37號25樓之1
樂幼文化事業有限公司,(02)22400891,23544,新北市中和區中山路2段350號5樓
養生堂出版有限公司,(02)22743433,23662,新北市土城區學士路33巷29號8樓
親親文化事業有限公司,(02)22397890,11653,臺北市文山區萬和街8號9樓
蘋果屋出版社有限公司,(02)29228181,23575,新北市中和區中和路400巷31號1樓
大輿出版社股份有限公司,(02)23028665,10852,臺北市萬華區廣州街189號4樓
中華印經協會,(03)9587696,26644,宜蘭縣三星鄉三星路二段20號
好優文化,(02)89146405,23146,新北市新店區寶興路45巷6弄5號6樓
帕斯頓數位多媒體有限公司,(02)25222309,11474,臺北市內湖區瑞光路295號4樓
金塊文化事業有限公司,(02)22768940,24249,新北市新莊區立信三街35巷2號12樓
春光出版,(02)25007008,10483,臺北市中山區民生東路二段141號5樓
要有光,(02)27963638*134,11491,臺北市內湖區瑞光路76巷65號1樓
倍斯特出版事業有限公司,(02)23512007,10078,臺北市中正區福州街1號10樓之2
財團法人基督教宇宙光全人關懷機構,(02)23632107,10662,臺北市大安區和平東路二段24號8樓
常常生活文創股份有限公司,(02)23252332,10656,臺北市大安區建國南路1段304巷29號1樓
華都文化事業有限公司,(02)27975050,11493,臺北市內湖區洲子街72號5樓
華逵文教科技股份有限公司,(02)23811102,10047,臺北市中正區開封街一段20號4樓
敦煌書局股份有限公司,(02)87925001,11494,臺北市內湖區堤頂大道一段207號
新銳文創,(02)27963638,11491,臺北市內湖區瑞光路76巷65號1樓
經濟新潮社,(02)23560933*123,10483,臺北市中山區民生東路2段141號5樓
漢宇國際文化有限公司,(02)22263147,23585,新北市中和區建康路130號4樓之1
噴泉文化館,(02)89529826,22070,新北市板橋區板新路206號3樓
大都會文化事業有限公司,(02)27235216,11051,臺北市信義區基隆路一段432號4樓之9
中華民國對外貿易發展協會,(02)27255200,11012,臺北市信義區基隆路一段333號5-7樓
左岸文化事業有限公司,(02)22181417*231,23141,新北市新店區中正路506號4樓
平裝本出版有限公司,(02)27168888,10551,臺北市松山區敦化北路120巷50號
行人文化實驗室,(02)23958665*16,11049,臺北市中正區北平東路20號10樓
好的文化,(02)89146405,23158,新北市新店區寶興路45巷6弄5號6樓
佛光出版社,(07)6561921*1288,84049,高雄市大樹區興田路153號
前程文化事業有限公司,(02)29956488,24160,新北市三重區重新路五段609巷4號8樓之8
信誼基金出版社,(02)23965303*2501,10075,臺北市中正區重慶南路二段75號
高等教育文化事業有限公司,(02)23886368,10047,臺北市中正區館前路26號6樓
眾文圖書股份有限公司,(02)23118167,10046,臺北市中正區重慶南路一段9號
張老師文化事業股份有限公司,(02)23697959,10647,臺北市大安區羅斯福路三段325號B1
雅事文化事業有限公司,(02)22442229,23555,新北市中和區中山路二段362-3號10樓
華泰文化事業股份有限公司,(02)21621217*321,11494,臺北市內湖區新湖二路201號
智囊團顧問股份有限公司,(02)24685050,20142,基隆市信義區深澳坑路2-32號2樓
萬人出版社有限公司,(02)22980501,24890,新北市新北產業園區五權七路68號3樓
鼎文書局,(02)23319797,11045,臺北市中正區重慶南路一段49號4樓
楓樹林出版事業有限公司,(02)29576096*12,22061,新北市板橋區信義路163巷3號10樓
輔大書坊,(02)29052227,24205,新北市新莊區中正路510號
旗林文化出版社有限公司,(02)23774155,10679,臺北市大安區安和路二段213號4樓
臺灣東方出版社股份有限公司,(02)25581117,10354,臺北市大同區承德路2段81號12樓之2
鄭媛書房,(03)4802382,32548,桃園市龍潭區五福街373號
靜宜大學臺灣文學系,(04)26328001*17031,43301,臺中市沙鹿區臺灣大道7段200號
一中心有限公司,(04)22522969,40756,臺中市西屯區市政北二路236號14樓之3
大拓文化事業有限公司,(02)86473663,22103,新北市汐止區大同路三段194號9樓之1
大喜文化有限公司,(02)22231391,23556,新北市中和區板南路498號7樓之2
中國學園傳道會出版部,(02)29262712,23455,新北市永和區安樂路194巷37號
丹陽文化有限公司,(02)23587893,10055,臺北市中正區丹陽街8-1號
巨流圖書股份有限公司,(07)2265267,80252,高雄市苓雅區五福一路57號2樓之2
匠心文化創意行銷有限公司,(02)28927667,11241,臺北市北投區溫泉路37巷28號6樓之2
究竟出版社股份有限公司,(02)25703939,10553,臺北市松山區南京東路四段50號6樓之1
奇光出版,(02)22181417*1221,23141,新北市新店區民權路108-1號4樓
東佑文化事業有限公司,(02)25501632,10352,臺北市大同區南京西路61號5樓
東岱專業圖書有限公司,(02)29559499,22061,新北市板橋區和平路安樂巷6弄12號
致知學術出版社,(02)23318262*18,10045,臺北市中正區重慶南路一段99號11樓之6(1107室)
品冠文化出版社,(02)28233123,11289,臺北市北投區致遠一路二段12巷1號
南港山文史工作室,(02)27591204,11078,臺北市信義區福德街232巷16弄1號1樓
香遠出版社,(08)7525768,90081,屏東縣屏東市建國路160號
雅典文化事業有限公司,(02)86473663,22103,新北市汐止區大同路三段194號9樓之一
博思智庫股份有限公司,(02)25623277,10467,臺北市中山區松江路206號14樓之4
喬福圖書有限公司,(02)82275705,23586,新北市中和區永和路363巷17號5樓
新星球出版,(02)27180001*610,10543,臺北市松山區復興北路333號11樓之4
新經典圖文傳播有限公司,(02)23311830,10045,臺北市中正區重慶南路一段57號11樓之4
福地出版社,(02)27099728,10661,臺北市大安區瑞安街286號2樓
摩西出版社,(04)23021352,40350,臺中市西區中興三巷17號
橄欖出版有限公司,(02)32347278*640,23553,新北市中和區連城路236號3樓
一起來出版,(02)22181417,23141,新北市新店區民權路108-2號9樓
也是文創有限公司,(02)29316891,11689,臺北市文山區興隆路2段275巷1弄2號1樓
大龍海文化事業有限公司,(02)23880356,10041,臺北市中正區公園路26號3樓
文經出版社有限公司,(02)25176688,24158,新北市三重區光復路1段61巷27號11樓
志聖教育文化出版社,(06)2311168,10047,臺北市中正區開封街一段12號
金名圖書有限公司,(02)82277736,23558,新北市中和區建一路1號8樓
青空文化有限公司,(02)55792899,10689,臺北市大安區仁愛路4段107號7樓
拓墣科技股份有限公司,(02)89786498,10457,臺北市中山區南京東路3段70號11樓
南方家園文化事業有限公司,(02)25705215,10558,臺北市松山區八德路3段12巷66弄22號
原動力文化事業有限公司,(02)25585438,10353,臺北市大同區赤峰街41巷7號1樓
旅郵者有限公司,(09)15803237,70951,臺南市安南區義安街86巷26號1F
晟景數位文化股份有限公司,(07)2227368,80271,高雄市苓雅區中正二路74號10樓
泰電電業股份有限公司,(02)23811180*382,10043,臺北市中正區博愛路76號8樓
經典雜誌,(02)28989990*2019,11259,臺北市北投區立德路2號12樓
慈濟人文出版社,(02)28989888,10653,臺北市大安區忠孝東路3段217巷7弄19號
鳳凰網路有限公司,(02)87320530,10672,臺北市大安區安居街118巷17號1樓
憲業企管顧問有限公司,(02)27622241,10563,臺北市松山區八德路四段36巷60號2樓
文笙書局股份有限公司,(02)23814280,10041,臺北市中正區忠孝西路一段233號
玄奘印刷文化有限公司,(02)22988865,24892,新北市新莊區五權一路1號4樓之1
好事文化事業出版社,(02)22005243,23158,新北市新店區安祥路102巷42弄83號
光慧文化事業股份有限公司,(02)22424966,40465,臺中市北區太原路三段78號
快樂遊出版有限公司,(02)22743433,23662,新北市土城區學士路33巷29號8樓
東大圖書股份有限公司,(02)25006600*504,10476,臺北市中山區復興北路386號
采葒出版社,(02)26091246,24448,新北市林口區文化二路一段120巷7號1樓
社團法人雲林縣雲林故事人協會,911101338,63253,雲林縣虎尾鎮興南里興南501-9號
財團法人基督教中國主日學協會出版部,(02)25711144,10448,臺北市中山區中山北路二段105號
財團法人臺北市大乘基金會,(02)23145010,10042,臺北市中正區漢口街一段132號6樓
眾生文化出版有限公司,(02)89671019,22061,新北市板橋區四川路二段16巷3號6F
雪明講習堂,932708487,50345,彰化縣花壇鄉長春村福德巷2號
凱立智語文出版有限公司,(02)29100269,23144,新北市新店區寶元路1段87巷19號5樓
新手父母出版,(02)25007008,10483,臺北市中山區民生東路二段141號8樓
零極限文化出版社,(02)26068228,24448,新北市林口區文化二路1段266號16樓之1
源樺出版事業股份有限公司,(02)22181000*2280,23141,新北市新店區民權路115號5樓
蒼璧出版有限公司,(02)87323958,10679,臺北市大安區樂利路86巷4號1樓
橘子文化事業有限公司,(02)23774155,10679,臺北市大安區安和路二段213號4樓
龍少年,(02)27043265,10682,臺北市大安區信義路4段98號12樓之2
橙實文化有限公司,(02)86423288,22167,新北市汐止區龍安路28巷12號24樓之4
二魚文化事業有限公司,(02)23515288,10644,臺北市大安區和平東路一段121號3樓之2
中央警察大學出版社,(03)3282321*4108,33304,桃園市龜山區大崗村樹人路56號
今周刊出版社股份有限公司,(02)25816196,10454,臺北市中山區南京東路一段96號6樓
永大書局有限公司,(02)23613171,10044,臺北市中正區重慶南路一段10號5樓之1
禾楓書局有限公司,(02)29371703,11661,臺北市文山區忠順街二段85巷1弄35號
改革宗出版有限公司,(02)27181110,10580,臺北市松山區南京東路四段75巷30號
亞洲圖書有限公司,(02)26921935,22180,新北市汐止區康寧街169巷21號9樓
金蘋果圖書有限公司,(02)22991558,11469,臺北市內湖區行善路168巷21號5樓
城邦文化事業股份有限公司 Trendy文化出版事業部,(02)25007008,10483,臺北市中山區民生東路二段141號7樓
風和文創事業有限公司,(02)25361118,10455,臺北市中山區松江路2號13樓之8
紅通通文化出版社,(02)29106069,23146,新北市新店區德正街27巷28號
英屬蓋曼群島商網路與書股份有限公司臺灣分公司,(02)25467799,10550,臺北市松山區南京東路四段25號11樓
晶冠出版有限公司,(02)22451480,23557,新北市中和區中山路二段352號2樓
博識圖書出版有限公司,(02)23118168,10044,臺北市中正區漢口街一段85號11樓之9
愛尼曼數位科技股份有限公司,(02)27853033,11570,臺北市南港區成功路一段32號9F之1
滄海書局,(04)27088787,40757,臺中市西屯區臺中港路二段122-19號11樓
瑞麗美人國際媒體,(02)22261888,23586,新北市中和區中山路二段359巷7號2樓
爾雅出版社有限公司,(02)23652555,10080,臺北市中正區廈門街113巷33-1號1樓
稻鄉出版社,(02)22566844,22041,新北市板橋區漢生東路53巷28號
龍岡數位文化股份有限公司,(02)22238815,23585,新北市中和區建六路67巷2號
薪展文化事業有限公司,921155033,54447,南投縣國姓鄉中正路1段300號1樓
藝風堂出版社,(02)23632535,10645,臺北市大安區泰順街44巷9號1樓
藝術家出版社,(02)23932780,10045,臺北市中正區重慶南路一段147號6樓
讀品文化事業有限公司,(02)86473663,22103,新北市汐止區大同路三段194號9樓之1
Smart智富文化,(02)25007977,10483,臺北市中山區民生東路二141號8樓
一品文化出版社,(02)23759472,10044,臺北市中正區開封街一段37號10樓
力得文化,(02)23512007,10078,臺北市中正區福州街1號10樓之2
三藝出版有限公司,(02)85213848,24253,新北市新莊區化成路293巷32號
心弦文化出版社,(02)26962869,22102,新北市汐止區新台五路1段112號10樓A棟
天音國際股份有限公司,(02)32346080,23585,新北市中和區建康路130號7樓之7
邦聯文化事業有限公司,(02)23097610,10079,臺北市中正區泉州街55號2F
果力文化,(02)23650889,10544,臺北市松山區復興北路331號4樓
尚昂文化事業國際有限公司,(02)29284698,23443,新北市永和區仁愛路115號1樓
知青頻道出版有限公司,(02)27953656,11494,臺北市內湖區舊宗路二段121巷28號
核心文化事業有限公司,(07)3130172*22,80751,高雄市三民區通化街47巷3-1號
財團法人創價文教基金會,(02)28881777*232,11144,臺北市士林區至善路2段250號
悅閱多媒體股份有限公司,(02)23658508,23450,新北市永和區福和路318號6樓之7
漢欣文化事業有限公司,(02)89116040,23146,新北市新店區中興路二段218巷10號2樓
衛城出版,(02)22181417*3283,23141,新北市新店區民權路108-4號8樓
德威國際文化事業有限公司,(02)22341299,11664,臺北市文山區興隆路4段96巷3弄6號4樓
寰宇出版股份有限公司,(02)27218138*363,10689,臺北市大安區仁愛路四段109號13樓
翰林出版事業股份有限公司,(06)2631188,70248,臺南市南區新樂路76號
千佛山白雲出版社,(07)3461929,81361,高雄市左營區文府路542號1樓
文字復興有限公司,(02)27055066,10670,臺北市大安區和平東路二段339號4樓
石青畫會,(02)22762655,24249,新北市新莊區中平路26巷62號4樓
北極之光文化出版有限公司,(02)26250666,26543,宜蘭縣羅東鎮尚智街7號6樓之1
田園城市文化事業有限公司,(02)25319081,10445,臺北市中山區中山北路二段72巷6號
自由之丘文創事業,(02)22181417*1298,23141,新北市新店區民權路108-2號9樓
光現出版,(02)22181417*3410,23141,新北市新店區民權路108-3號4樓
宏智國際文創股份有限公司,(02)26940799,22154,新北市汐止區南陽街252號4樓
東西圖書事業股份有限公司,(02)23114103,10041,臺北市中正區忠孝西路一段50號17樓之35
奇異果文創事業有限公司,(02)23684068,10647,臺北市大安區羅斯福路3段193號7樓
政大出版社,(02)29393091*62979,11605,臺北市文山區指南路二段64號
姚姚老師的數學教室,(05)2263411*1923,62103,嘉義縣民雄鄉文隆村85號
香海文化事業有限公司,(02)27483302,24150,新北市三重區三和路3段117號6樓
師大書苑有限公司,(02)23973030,10644,臺北市大安區和平東路一段147號11樓之2
時英出版社,(02)23637348,10673,臺北市大安區新生南路三段88號3樓之1
財團法人中華民國證券暨期貨市場發展基金會,(02)23971222*350,10066,臺北市中正區南海路3號9樓
財團法人臺灣聖經公會,(02)26649909,22204,新北市深坑區北深路3段254號6樓
國立交通大學出版社,(03)5731784,30010,新竹市大學路1001號
教育之友文化,(02)22227270,23584,新北市中和區中山路二段530號6樓之1
培育文化事業有限公司,(02)86473663,22103,新北市汐止區大同路三段194號9樓之1
開始出版有限公司,(02)29185422,23146,新北市新店區中正路154巷14號2樓
凱信企業集團開企有限公司,(02)27736566,10692,臺北市大安區忠孝東路4段218-7號7樓
新文豐出版股份有限公司,(02)23415293,10883,臺北市萬華區雙園街96號
臺北生活讀書新知三聯書店有限公司,(02)23317103,10045,臺北市中正區重慶南路1段99號7樓
漢湘文化事業股份有限公司,(02)22263070,23557,新北市中和區中山路二段352號5樓
養沛文化館,(02)89529826,22070,新北市板橋區板新路206號3樓
黎明文化事業股份有限公司,(02)23821152,10045,臺北市中正區重慶南路一段49號3樓
廣場出版社,(02)22181417*3113,23141,新北市新店區民權路108-3號6樓
震撼出版事業有限公司,(02)87320530,10671,臺北市大安區安居街118巷17號
學生週刊出版有限公司,(02)27686026,10561,臺北市松山區八德路4段135號6樓
優尼旺企業有限公司,(02)22590171,10374,臺北市大同區重慶北路3段136巷17號5樓
Higher Education Forum,(02)27401498,10666,臺北市大安區復興南路1段129號12樓-1
一貫義理編輯苑,(02)22151301,23157,新北市新店區安康路3段748號
大樹林出版社,(02)22227270,23584,新北市中和區中山路二段530號6樓之1
天使出版國際文化有限公司,(02)77180898,11052,臺北市信義路四段458號3樓
天空數位圖書有限公司,(04)22623893,40255,臺中市南區忠明南路787號30樓
中華徵信所企業股份有限公司,(02)87873266*860,11070,臺北市信義區東興路57號5樓
天衛文化圖書股份有限公司,(02)27320708,10672,臺北市大安區安居街6號12樓
平心工作室,(02)26842577,23844,新北市樹林區中山路1段113號9樓之1
西北國際文化有限公司,(02)22263070*539,23679,新北市土城區民族街11號3樓
字畝文化創意有限公司,(02)22181417,23141,新北市新店區民權路108-1號4樓
林廷數學出版社,(07)2725830,80054,高雄市新興區中正三路129號2樓之1
佳音事業股份有限公司,(02)27016769,10679,臺北市信義路四段306號15樓
東海大學圖書館,(04)23590121*28700,40704,臺中市西屯區台中港路三段181號
長晉數位股份有限公司,(04)23263585,40361,臺中市西區忠明南路16號9樓之3
社團法人中華民國國度豐收協會附屬希伯崙異象工場,(02)27085007,10659,臺北市大安區建國南路二段201號12樓
洪葉文化事業有限公司,(02)23632866,10673,臺北市大安區羅斯福路三段283巷14弄22號3樓
倫悅企業有限公司,(02)23634655,10643,臺北市大安區羅斯福路二段81巷15號4樓
財團法人中興工程科技研究發展基金會,(02)25774567,10595,臺北市松山區南京東路四段186號4樓之9
淡江大學出版中心,(02)86318661,25137,新北市淡水區英專路151號
啟英文化事業有限公司,(02)29181852,23141,新北市新店區民權路46-4號4樓
逗點文創結社,(03)3359366,33047,桃園市桃園區中央街11巷4-1號
復文圖書有限公司,(06)2370003,70142,臺南市林森路二段63號
尊彩國際藝術有限公司,(02)27971100,11492,臺北市內湖區瑞光路366號
黑眼睛文化事業有限公司,(02)23219703,10049,臺北市中正區林森北路5巷9號3樓
智富出版有限公司,(02)22183277,23150,新北市新店區民生路19號5樓
敬哲五術研究中心,(04)8382669,51050,彰化縣員林市永興街65號
暖暖書屋文化事業股份有限公司,(02)29106069,23146,新北市新店區德正街27巷28號
豪風出版有限公司,(02)82453939,23555,新北市中和區中山路2段118號3樓之1
臺灣艾瑪文化事業股份有限公司,(07)2227168,80253,高雄市苓雅區光華一路206號15樓之2
廣達文化事業有限公司,(02)27283588,11078,臺北市信義區中坡南路287號5樓
寫樂文化有限公司,(02)66175759,10691,臺北市大安區四維路14巷4-1號
學生閣有限公司,(02)23517755,10643,臺北市羅斯福路2段41號6樓之1
龍視界,(02)27043265,10682,臺北市大安區信義路4段98號12樓之2
十力文化出版有限公司,(02)29352758,11675,臺北市文山區萬隆街45之2號
方舟文化出版社,(02)22181417*3261,23141,新北市新店區民權路108-3號6樓
文津出版社有限公司,(02)23635008,10659,臺北市大安區建國南路二段294巷1號
文國書局,(06)2676555,70147,臺南市崇明路96號
方廣文化事業有限公司,(02)23920003,10644,臺北市大安區和平東路一段177-2號11樓
生命樹國際股份有限公司,(03)3287707,33382,桃園市龜山鄉文化一路71號
米奇巴克有限公司,(02)23698982,10090,臺北市中正區羅斯福路四段56號7樓之1
步步出版,(02)22181417,23141,新北市新店區民權路108-3號8樓
即時文化,(02)86672555,23141,新北市新店區民權路115號4樓
阿布拉教育文化有限公司,(02)23689416,10090,臺北市中正區羅斯福路四段56號4樓
金時代文化出版有限公司,(02)82520660,22042,新北市板橋區縣民大道三段205巷5號
阜盛文教事業有限公司,(07)7272363,80460,高雄市苓雅區和平一路145巷1號
典絃音樂文化國際事業有限公司,(02)26242316,25170,新北市淡水區民族路10-3號6樓
保銷國際文化事業股份有限公司,(02)27928557*11494,11494,臺北市內湖區行愛路78巷28號2樓之1
南懷瑾文化事業有限公司,(02)23675678,10647,臺北市大安區羅斯福路3段125號5樓之3
財團法人生物技術開發中心,(02)26956933,22180,新北市汐止區康寧街169巷101號
財團法人佛光山文教基金會,(07)6561921*1120,84049,高雄市大樹區興田村興田路153號
常春藤有聲出版有限公司,(02)23317600*18,10041,臺北市中正區忠孝西路一段33號5樓
麥書國際文化事業有限公司,(02)23636166,10647,臺北市羅斯福路三段325號4樓之2
智勝文化事業有限公司,(02)23886368,10047,臺北市中正區館前路26號6樓
開學文化事業股份有限公司,(02)23016364,10076,臺北市中正區泉州街9號3樓
慈光星酉講堂有限公司,953090305,11011,臺北市信義區信義路5段5號5樓5B05室
瑞成書局,(04)22808033,40148,臺中市東區天乙街107號
群星文化,(02)27528740,10654,臺北市大安區忠東孝東路3段247號6樓
新樂園出版,800221029,23141,新北市新店區民權路108-2號9樓
實力圖書出版企業有限公司,(02)23820353,10047,臺北市中正區館前路65號10樓
臺中市佛教蓮社,(04)22223737,40247,臺中市南區民生路23巷14號
漢珍數位圖書股份有限公司,(02)27361058,11056,臺北市信義區和平東路三段315號7樓
潮21Book,(02)26642511,23154,新北市新店區安康路2段176號7樓
樂木文化有限公司,(02)25988100,10365,臺北市大同區民族西路76巷12弄12號1樓
廣文書局有限公司,(02)86685204,23567,新北市中和區華新街113巷2弄6號
稻田出版有限公司,(02)29262805,23448,新北市永和區中正路660號5樓
膳書房文化事業有限公司,(02)22429627,23557,新北市中和區中山路二段362-3號10樓
學富文化事業有限公司,(02)23780358,10660,臺北市大安區和平東路二段118巷2弄20號
龍圖騰文化有限公司,(02)27043265,10682,臺北市大安區信義路4段98號12樓之2
彌勒皇教文化事業股份有限公司,(02)25613858,10468,臺北市中山區民權東路二段90號
櫻桃出版有限公司,(02)23684938,10090,臺北市中正區羅斯福路四段60號3樓
三之三文化事業股份有限公司,(02)29306999,11678,臺北市文山區羅斯福路五段218巷4號1樓
大燈文化事業股份有限公司,(04)23311919,41352,臺中市霧峰區林森路701號
大鴻藝術股份有限公司,(02)25590510,10349,臺北市大同區鄭州路87號11樓之2
中華文化總會,(02)23964256,10066,臺北市中正區重慶南路二段15號
甲上文創多媒體事業有限公司,(02)27686026*313,10561,臺北市松山區八德路四段135號6樓
正因文化事業有限公司,(02)25230878,10450,臺北市中山區中山北路二段115巷43號6樓之1
出版菊文化事業有限公司,(02)28387996,11142,臺北市士林區雨聲街77號1樓
永望文化事業有限公司,(02)23680350,10088,臺北市中正區師大路170號3樓之3
弘揚圖書有限公司,(02)32341503,23584,新北市中和區中山路二段482巷19號2樓
光采文化出版事業有限公司,(02)29262352,23455,新北市永和區中正路454巷6-1號1樓
全音樂譜出版社有限公司,(02)23091171,10069,臺北市中正區汀州路一段105號6樓
河圖文化有限公司,(02)23891185,10049,臺北市中正區忠孝東路一段50號21樓之9
柿藤出版社,(02)26430053,22156,新北市汐止區伯爵街39巷20號1樓
時兆出版社,(02)27726420,10556,臺北市松山區八德路二段410巷5弄1號2樓
財團法人周大觀文教基金會,(02)29178770,23142,新北市新店區明德路52號3樓
財團法人臺北市文化基金會臺北當代藝術館,(02)25523721,10351,臺北市大同區長安西路39號
啟明出版事業股份有限公司,(03)5222463,30043,新竹市民族街27號5樓
商訊文化事業股份有限公司,(02)23380861,10855,臺北市萬華區艋舺大道303號
商鼎數位出版有限公司,(02)23923558,10642,臺北市大安區金山南路二段138號2樓
華文精典,(02)89146405,23145,新北市新店區寶興路45巷6弄5號6樓
進源文化事業有限公司,(02)23042670,10853,臺北市萬華區華西街61-1號1樓
壹零壹數位科技股份有限公司,(04)25611901,42086,臺中市豐原區仁洲街159號3樓
新苗文化事業有限公司,(02)23320430,10079,臺北市中正區和平西路一段150號4樓之4
匯展文化事業有限公司,(02)77159788,10008,臺北市中正區重慶南路1段83號6樓
電腦人文化,(02)25007855,10483,臺北市中山區民生東路二段141號7樓
網迅雲端股份有限公司,(03)4262090,32070,桃園市中壢區環北路398號5樓之7
種籽文化事業有限公司,(02)27685812,11087,臺北市信義區虎林街46巷35號1樓
臺南社區大學土道公民寫作社,(06)2515670,70050,臺南市中西區公園路8號
酷派音樂,(04)23609333,40142,臺中市東區精武路102號
語研學院出版社,(02)22255777*309,23586,新北市中和區中山路二段359巷7號2樓
臺灣知識庫股份有限公司,(02)23315551*297,10043,臺北市中正區博愛路60號3樓
樂活文化事業股份有限公司,(02)23255345,10696,臺北市大安區延吉街233巷3號6樓
九華圖書社,(07)7336826,83350,高雄市鳥松區?埔路4巷12號
士雅文化有限公司,(02)27816760,10694,臺北市大安區光復南路96巷2-1號1樓
大辣出版股份有限公司,(02)27182698,10581,臺北市松山區健康路11-1號8樓
天行書苑,(02)23675678,10647,臺北市大安區羅斯福路3段125號5樓之3
天培文化有限公司,(02)25776564,10558,臺北市松山區八德路三段12巷57弄40號2樓
中國生產力中心,(02)26982989*2200,22101,新北市汐止區新台五路一段79號2樓
先天救教道院臺灣總主院,(02)27036688,10665,臺北市大安區復興南路1段303號14樓
西西弗斯文化出版,(02)27963638,11466,臺北市內湖區瑞光路76巷65號1樓
里仁書局,(02)23517610,10063,臺北市中正區仁愛路2段98號5樓之2
更生文化設計有限公司,(02)28369888,10641,臺北市大安區信義路2段72號B1
定易股份有限公司,(07)2352586,80052,高雄市新興區中正三路158號12樓之1
知英文化事業有限公司,(02)23361292,10861,臺北市萬華區萬大路27號2樓
南一書局企業股份有限公司,(06)2656565,70266,臺南市安平工業區新平路25號
冠唐國際圖書股份有限公司,(02)87925001,11494,臺北市內湖區堤頂大道一段207號
英屬維京群島商四也資本有限公司臺灣分公司,(02)25066111,10665,臺北市中山區復興北路290號15樓
留守番工作室,921997662,24156,新北市三重區大勇街32號4樓
時空膠囊音樂社,(02)29423327,22582,新北市中和區秀朗路三段128巷13-2號
宬嘉文化有限公司,(02)82419139,23554,新北市中和區中山路二段131巷13弄13號
財團法人邱再興文教基金會,(02)28942272*12,11268,臺北市北投區大業路166號11樓
財團法人聖保祿孝女會附設上智文化事業,(02)29017342,10041,臺北市中正區忠孝西路一段21號
財團法人靈鷲山般若文教基金會附設出版社,(02)22321008,23444,新北市永和區保生路2號20樓
啟示出版,(02)25007008*2680,10483,臺北市中山區民生東路二段141號9樓
國立清華大學出版社,(035)715131*5050,30013,新竹市東區光復路二段101號
健康世界有限公司,(02)23936557,10093,臺北市中正區金華街43巷5號1樓
教會公報出版社,(06)2356277,70144,臺南市青年路334號
智力工作坊,(02)22218612,23450,新北市永和區福和路240號3樓
逸文武術文化有限公司,(02)23311840,10045,臺北市中正區重慶南路一段57號9樓之2
普生數位科技有限公司,(04)23131889,40756,臺中市西屯區漢口路一段101號
華雲數位股份有限公司,(02)25007008,10483,臺北市中山區民生東路2段141號7樓
集夢坊,(02)22487896,23584,新北市中和區中山路二段366巷10號10樓
華藝創意,(02)55722127,10686,臺北市大安區忠孝東路4段176之1號2樓
新一代圖書有限公司,(02)22211380,23544,新北市中和區中正路908號B1
新月圖書股份有限公司,(02)23114027,10045,臺北市中正區重慶南路一段147號3樓
群學出版有限公司,(02)22185418,23141,新北市新店區中正路508號5樓
臺北擎天版權代理有限公司,(02)26620866,22205,新北市深坑區北深路三段270巷18號4樓
翠柏林企業股份有限公司,(07)3649847,80778,高雄市三民區建工路472號
德惠雜誌社,(07)3221588,80754,高雄市三民區龍江街110號
樂韻出版社,(02)23713333,10850,臺北市萬華區中華路1段196號3樓
龍文出版社股份有限公司,(02)22728092,22054,新北市板橋區中正路341巷32號1樓
力大圖書有限公司,(02)27332592,10662,臺北市大安區和平東路二段90巷2號4樓
大同大學,(02)21822928,10452,臺北市中山區中山北路三段40號
大境文化事業有限公司,(02)28387996,11142,臺北市士林區雨聲街77號1樓
文光圖書有限公司,(02)23789331,10675,臺北市大安區敦化南路二段267號6樓
木更工作室,972243934,23499,新北市永和郵局第5號信箱
中臺科技大學,(04)22391647,40601,臺中市北屯區?子路666號
弘光科技大學文化創意產業系,(04)26318652*5591,43302,臺中市沙鹿區臺灣大道6段1018號
目宿媒體,(02)23958665,10049,臺北市中正區北平東路20號10樓
世樺國際股份有限公司,(02)22469928,23554,新北市中和區中山路二段327巷11弄9號3樓
成大出版社,(06)2082330,70101,臺南市東區大學路1號
地平線文化,(02)27152022,10544,臺北市松山區復興北路331號4樓
